Original Air Date,Title,Instructor,Length,Type
Fri Sep  6 05:32:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Fri Sep  6 04:50:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Thu Sep  5 16:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Thu Sep  5 15:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Thu Sep  5 14:50:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Sep  5 05:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Thu Sep  5 04:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Wed Sep  4 15:32:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Wed Sep  4 14:48:00 2019,30 min Yoga Flow: Core,Denis Morton,30.0,Yoga Flow
Wed Sep  4 07:23:00 2019,5 min Desk Yoga,Anna Greenberg,5.0,Yoga Anywhere
Wed Sep  4 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Wed Sep  4 04:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Sep  3 16:17:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Sep  3 15:32:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Sep  3 14:47:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Sep  3 04:49:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Mon Sep  2 07:31:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Mon Sep  2 06:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Sep  2 06:01:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Mon Sep  2 05:19:00 2019,30 min Rock Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sun Sep  1 07:02:00 2019,20 min Yoga Flow: Hips,Anna Greenberg,20.0,Yoga Flow
Sun Sep  1 06:17:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sat Aug 31 06:18:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Fri Aug 30 05:18:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Aug 29 15:01:00 2019,20 min Yoga Flow: Chest Openers,Anna Greenberg,20.0,Yoga Flow
Thu Aug 29 14:18:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Aug 29 05:52:00 2019,20 min Yoga Flow: Lower Body,Ross Rayburn,20.0,Yoga Flow
Thu Aug 29 05:18:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Wed Aug 28 15:01:00 2019,20 min Yoga Flow: Hamstrings,Anna Greenberg,20.0,Yoga Flow
Wed Aug 28 14:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Aug 28 05:51:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Wed Aug 28 05:18:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Tue Aug 27 15:02:00 2019,20 min Yoga Flow: Backbends,Denis Morton,20.0,Yoga Flow
Tue Aug 27 14:19:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Aug 27 12:53:00 2019,5 min Basics: Caturanga,Ross Rayburn,5.0,Yoga Basics
Tue Aug 27 07:29:00 2019,20 min Power Yoga,Anna Greenberg,20.0,Power Yoga
Tue Aug 27 07:12:00 2019,10 min Yoga Flow: Arms,Anna Greenberg,10.0,Yoga Flow
Mon Aug 26 15:02:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Aug 26 14:18:00 2019,30 min Y2K Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Aug 26 12:48:00 2019,10 min Standing Yoga,Kristin McGee,10.0,Yoga Anywhere
Sun Aug 25 07:48:00 2019,45 min 80s Pop Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sun Aug 25 07:01:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Sat Aug 24 07:48:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Aug 24 07:01:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Sat Aug 24 06:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Fri Aug 23 07:01:00 2019,5 min Standing Yoga,Ross Rayburn,5.0,Yoga Anywhere
Fri Aug 23 05:17:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Aug 22 14:18:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Aug 22 05:18:00 2019,30 min Yoga Flow: Hips,Ross Rayburn,30.0,Yoga Flow
Wed Aug 21 14:18:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Aug 21 06:02:00 2019,10 min Yoga Flow: Hamstrings ,Kristin McGee,10.0,Yoga Flow
Tue Aug 20 15:01:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Tue Aug 20 14:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Aug 20 05:17:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Mon Aug 19 15:01:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Mon Aug 19 14:20:00 2019,30 min Power Yoga: Core,Kristin McGee,30.0,Power Yoga
Sun Aug 18 07:48:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Aug 17 07:48:00 2019,45 min Power Yoga,Denis Morton,45.0,Power Yoga
Sat Aug 17 07:01:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Sat Aug 17 06:18:00 2019,30 min Yoga Flow: Lower Body,Kristin McGee,30.0,Yoga Flow
Fri Aug 16 07:00:00 2019,10 min Sun Salutations,Ross Rayburn,10.0,Yoga Flow
Fri Aug 16 05:19:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Thu Aug 15 14:19:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Thu Aug 15 07:03:00 2019,10 min Yoga Flow: Glutes,Ross Rayburn,10.0,Yoga Flow
Thu Aug 15 06:49:00 2019,5 min Basics: Cat & Cow,Ross Rayburn,5.0,Yoga Basics
Thu Aug 15 05:19:00 2019,30 min Power Yoga,Ross Rayburn,30.0,Power Yoga
Wed Aug 14 15:01:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Wed Aug 14 14:19:00 2019,30 min Pop Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Aug 14 05:20:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Aug 13 15:02:00 2019,20 min Yoga Flow: Core,Denis Morton,20.0,Yoga Flow
Tue Aug 13 14:18:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Aug 13 05:52:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Tue Aug 13 05:18:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Mon Aug 12 15:01:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Mon Aug 12 14:18:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Aug 12 07:40:00 2019,5 min Standing Yoga,Kristin McGee,5.0,Yoga Anywhere
Mon Aug 12 07:20:00 2019,10 min Sun Salutations,Kristin McGee,10.0,Yoga Flow
Mon Aug 12 05:51:00 2019,20 min Yoga Flow: Lower Body,Anna Greenberg,20.0,Yoga Flow
Mon Aug 12 05:18:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Sun Aug 11 07:48:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Sun Aug 11 06:52:00 2019,20 min Yoga Flow: Hips,Ross Rayburn,20.0,Yoga Flow
Sun Aug 11 06:20:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Sat Aug 10 07:48:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Aug 10 07:01:00 2019,20 min Power Yoga,Anna Greenberg,20.0,Power Yoga
Sat Aug 10 06:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Aug  8 15:01:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Aug  8 14:18:00 2019,30 min 90s Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Aug  8 13:05:00 2019,5 min Chair Yoga,Aditi Shah,5.0,Yoga Anywhere
Thu Aug  8 06:01:00 2019,10 min Restorative Yoga,Ross Rayburn,10.0,Restorative Yoga
Wed Aug  7 12:54:00 2019,10 min Sun Salutations,Anna Greenberg,10.0,Yoga Flow
Wed Aug  7 05:18:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Aug  6 14:20:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Aug  6 11:53:00 2019,5 min Standing Yoga,Anna Greenberg,5.0,Yoga Anywhere
Tue Aug  6 11:23:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Tue Aug  6 05:18:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Aug  5 15:01:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Aug  5 14:19:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Mon Aug  5 05:18:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sun Aug  4 07:01:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Sun Aug  4 06:18:00 2019,30 min Power Yoga,Aditi Shah,30.0,Power Yoga
Sat Aug  3 07:48:00 2019,45 min Power Yoga,Denis Morton,45.0,Power Yoga
Sat Aug  3 07:01:00 2019,20 min Yoga Flow: Quads,Kristin McGee,20.0,Yoga Flow
Sat Aug  3 06:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Fri Aug  2 07:08:00 2019,10 min Standing Yoga,Ross Rayburn,10.0,Yoga Anywhere
Fri Aug  2 05:20:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Aug  1 15:01:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Thu Aug  1 05:51:00 2019,20 min Yoga Flow: Core,Ross Rayburn,20.0,Yoga Flow
Wed Jul 31 15:01:00 2019,20 min Yoga Flow: Glutes,Anna Greenberg,20.0,Yoga Flow
Wed Jul 31 14:18:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Jul 31 05:19:00 2019,30 min Rock Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Jul 30 15:02:00 2019,20 min Restorative Yoga,Denis Morton,20.0,Restorative Yoga
Tue Jul 30 14:19:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Jul 30 12:54:00 2019,10 min Basics: Pigeon,Ross Rayburn,10.0,Yoga Basics
Tue Jul 30 05:19:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Jul 29 14:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Jul 29 05:17:00 2019,30 min Hip Hop Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sun Jul 28 07:48:00 2019,60 min Yoga Flow,Aditi Shah,60.0,Yoga Flow
Sat Jul 27 07:48:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Thu Jul 25 15:01:00 2019,20 min Yoga Flow: Quads,Aditi Shah,20.0,Yoga Flow
Thu Jul 25 14:20:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Jul 25 05:18:00 2019,45 min 80s Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Wed Jul 24 15:01:00 2019,20 min Pop Yoga Flow,Aditi Shah,20.0,Yoga Flow
Wed Jul 24 14:20:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Jul 23 15:01:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Jul 23 14:19:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Jul 23 05:18:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Mon Jul 22 15:05:00 2019,20 min Yoga Flow: Hamstrings,Ross Rayburn,20.0,Yoga Flow
Mon Jul 22 14:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Jul 22 06:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Sun Jul 21 06:19:00 2019,60 min Yoga Flow,Ross Rayburn,60.0,Yoga Flow
Sat Jul 20 07:50:00 2019,45 min Power Yoga,Denis Morton,45.0,Power Yoga
Sat Jul 20 06:19:00 2019,45 min Yoga Flow,Anna Greenberg,44.0,Yoga Flow
Fri Jul 19 05:51:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Jul 19 05:20:00 2019,20 min Sun Salutations,Ross Rayburn,20.0,Yoga Flow
Thu Jul 18 14:19:00 2019,30 min Yoga Flow,Anna Greenberg,29.0,Yoga Flow
Wed Jul 17 15:01:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Wed Jul 17 14:19:00 2019,30 min Power Yoga,Aditi Shah,30.0,Power Yoga
Wed Jul 17 07:27:00 2019,5 min Standing Yoga,Kristin McGee,5.0,Yoga Anywhere
Wed Jul 17 05:20:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Jul 16 15:01:00 2019,20 min Yoga Flow: Lower Body,Denis Morton,20.0,Yoga Flow
Tue Jul 16 14:17:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Jul 16 05:17:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Mon Jul 15 15:01:00 2019,20 min 90s Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Jul 15 14:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Jul 15 05:51:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Mon Jul 15 05:20:00 2019,20 min Yoga Flow: Chest Openers,Anna Greenberg,20.0,Yoga Flow
Sun Jul 14 07:49:00 2019,45 min Hip Hop Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Jul 13 07:47:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Fri Jul 12 06:52:00 2019,5 min Basics: Child's Pose,Ross Rayburn,5.0,Yoga Basics
Fri Jul 12 05:20:00 2019,60 min Yoga Flow,Kristin McGee,60.0,Yoga Flow
Thu Jul 11 15:01:00 2019,20 min Yoga Flow: Shoulders,Ross Rayburn,20.0,Yoga Flow
Thu Jul 11 14:20:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Jul 11 13:21:00 2019,5 min Basics: Yogi Squat,Aditi Shah,5.0,Yoga Basics
Thu Jul 11 06:54:00 2019,10 min Basics: Binding,Kristin McGee,10.0,Yoga Basics
Thu Jul 11 06:01:00 2019,10 min Restorative Yoga,Ross Rayburn,10.0,Restorative Yoga
Thu Jul 11 05:17:00 2019,30 min Yoga Flow: Glutes,Ross Rayburn,30.0,Yoga Flow
Wed Jul 10 14:17:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Jul 10 06:01:00 2019,10 min Yoga Flow: Quads,Kristin McGee,10.0,Yoga Flow
Tue Jul  9 15:02:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Jul  9 14:18:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Jul  9 05:51:00 2019,20 min Yoga Flow: Core,Aditi Shah,20.0,Yoga Flow
Tue Jul  9 05:17:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Jul  8 15:01:00 2019,20 min Yoga Flow: Twists,Ross Rayburn,20.0,Yoga Flow
Mon Jul  8 14:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Jul  8 13:19:00 2019,20 min Sun Salutations,Kristin McGee,20.0,Yoga Flow
Mon Jul  8 05:17:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Sun Jul  7 07:48:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Sat Jul  6 07:47:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Jul  6 06:19:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Fri Jul  5 05:17:00 2019,30 min Classic Rock Yoga Flow,Kristin McGee,30.0,Yoga Flow
Fri Jul  5 04:00:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Jul  4 05:18:00 2019,45 min Power Yoga,Aditi Shah,45.0,Power Yoga
Wed Jul  3 15:01:00 2019,20 min Yoga Flow: Hamstrings,Aditi Shah,20.0,Yoga Flow
Wed Jul  3 14:18:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Jul  3 12:22:00 2019,5 min Standing Yoga,Anna Greenberg,5.0,Yoga Anywhere
Wed Jul  3 05:51:00 2019,20 min Yoga Flow: Lower Body,Kristin McGee,20.0,Yoga Flow
Wed Jul  3 05:18:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Tue Jul  2 15:02:00 2019,20 min Yoga Flow: Chest Openers,Denis Morton,20.0,Yoga Flow
Tue Jul  2 14:19:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Jul  2 05:18:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Mon Jul  1 15:01:00 2019,20 min Yoga Flow: Backbends,Ross Rayburn,20.0,Yoga Flow
Mon Jul  1 12:53:00 2019,5 min Basics: Hand to Big Toe Pose,Kristin McGee,5.0,Yoga Basics
Mon Jul  1 06:51:00 2019,10 min Sun Salutations,Aditi Shah,10.0,Yoga Flow
Mon Jul  1 05:51:00 2019,20 min Yoga Flow: Hips,Kristin McGee,20.0,Yoga Flow
Sun Jun 30 08:49:00 2019,45 min Pride Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Jun 29 07:48:00 2019,45 min Power Yoga,Denis Morton,45.0,Power Yoga
Fri Jun 28 05:51:00 2019,20 min Yoga Flow: Quads,Kristin McGee,20.0,Yoga Flow
Fri Jun 28 05:18:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Jun 27 14:19:00 2019,30 min Hip Hop Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Jun 27 13:24:00 2019,10 min Sun Salutations,Aditi Shah,10.0,Yoga Flow
Thu Jun 27 07:34:00 2019,10 min Basics: Forearm Stand,Kristin McGee,10.0,Yoga Basics
Thu Jun 27 05:19:00 2019,45 min Madonna Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Wed Jun 26 15:01:00 2019,10 min Restorative Yoga,Ross Rayburn,10.0,Restorative Yoga
Wed Jun 26 14:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Wed Jun 26 06:00:00 2019,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Tue Jun 25 15:02:00 2019,10 min Yoga Flow: Hamstrings,Denis Morton,10.0,Yoga Flow
Tue Jun 25 14:18:00 2019,30 min Pride Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Jun 25 05:19:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Mon Jun 24 15:01:00 2019,10 min Yoga Flow: Core,Ross Rayburn,10.0,Yoga Flow
Mon Jun 24 14:20:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Sat Jun 22 07:49:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Jun 22 06:18:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Jun 21 07:09:00 2019,10 min Restorative Yoga,Ross Rayburn,10.0,Restorative Yoga
Thu Jun 20 14:51:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Thu Jun 20 05:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Jun 19 14:20:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Tue Jun 18 15:02:00 2019,10 min Restorative Yoga,Denis Morton,10.0,Restorative Yoga
Tue Jun 18 14:19:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Jun 18 05:51:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Jun 18 05:18:00 2019,20 min Power Yoga,Anna Greenberg,20.0,Power Yoga
Mon Jun 17 14:20:00 2019,30 min Pride Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Jun 17 05:18:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sun Jun 16 06:21:00 2019,60 min Yoga Flow,Kristin McGee,60.0,Yoga Flow
Sun Jun 16 05:00:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Sat Jun 15 07:48:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Fri Jun 14 07:23:00 2019,10 min Basics: Tripod Headstand,Kristin McGee,10.0,Yoga Basics
Fri Jun 14 05:51:00 2019,20 min Yoga Flow: Glutes,Kristin McGee,20.0,Yoga Flow
Fri Jun 14 05:20:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Jun 13 14:18:00 2019,30 min Pride Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Jun 13 06:01:00 2019,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Thu Jun 13 05:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Jun 12 15:01:00 2019,10 min Yoga Flow: Hamstrings,Anna Greenberg,10.0,Yoga Flow
Wed Jun 12 14:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Jun 12 05:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Jun 11 11:00:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Jun 11 09:15:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Tue Jun 11 09:00:00 2019,10 min Sun Salutations,Ross Rayburn,10.0,Yoga Flow
Tue Jun 11 05:51:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Tue Jun 11 05:17:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Mon Jun 10 15:01:00 2019,10 min Yoga Flow: Chest Openers,Kristin McGee,10.0,Yoga Flow
Mon Jun 10 14:20:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Jun 10 06:01:00 2019,10 min Yoga Flow: Lower Body,Anna Greenberg,10.0,Yoga Flow
Sun Jun  9 07:49:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sun Jun  9 06:18:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Sat Jun  8 07:49:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Jun  8 06:18:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Jun  7 06:01:00 2019,10 min Sun Salutations,Kristin McGee,10.0,Yoga Flow
Fri Jun  7 05:20:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Thu Jun  6 06:54:00 2019,5 min Basics: Reverse Table Top,Kristin McGee,5.0,Yoga Basics
Thu Jun  6 05:21:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Wed Jun  5 14:19:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Jun  4 15:01:00 2019,10 min Restorative Yoga,Denis Morton,10.0,Restorative Yoga
Tue Jun  4 14:19:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Jun  4 07:05:00 2019,5 min Basics: Head to Knee,Aditi Shah,5.0,Yoga Basics
Tue Jun  4 05:19:00 2019,30 min Pride Yoga Flow,Aditi Shah,30.0,Yoga Flow
Mon Jun  3 14:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Jun  3 06:02:00 2019,10 min Yoga Flow: Core,Anna Greenberg,10.0,Yoga Flow
Sun Jun  2 06:18:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Jun  1 07:48:00 2019,45 min Power Yoga,Denis Morton,45.0,Power Yoga
Fri May 31 05:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Fri May 31 04:21:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Fri May 31 03:49:00 2019,20 min Power Yoga,Ross Rayburn,20.0,Power Yoga
Thu May 30 15:49:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu May 30 14:51:00 2019,20 min 60s Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu May 30 14:19:00 2019,20 min Power Yoga,Anna Greenberg,20.0,Power Yoga
Thu May 30 06:57:00 2019,10 min Desk Yoga ,Kristin McGee,10.0,Yoga Anywhere
Thu May 30 05:21:00 2019,45 min Yoga Flow: Arms,Aditi Shah,45.0,Yoga Flow
Thu May 30 04:21:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Wed May 29 15:48:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed May 29 14:19:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed May 29 13:21:00 2019,10 min Yoga Flow: Hips,Anna Greenberg,10.0,Yoga Flow
Wed May 29 05:19:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Tue May 28 15:02:00 2019,10 min Restorative Yoga,Denis Morton,10.0,Restorative Yoga
Tue May 28 14:19:00 2019,30 min Yoga Flow: Glutes,Denis Morton,30.0,Yoga Flow
Tue May 28 06:57:00 2019,10 min Standing Yoga,Anna Greenberg,10.0,Yoga Anywhere
Tue May 28 05:18:00 2019,30 min Hip Hop Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue May 28 04:21:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue May 28 03:49:00 2019,20 min Yoga Flow: Chest Openers,Anna Greenberg,20.0,Yoga Flow
Mon May 27 06:49:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon May 27 05:51:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Mon May 27 05:19:00 2019,20 min Power Yoga,Kristin McGee,20.0,Power Yoga
Sun May 26 07:49:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Sun May 26 06:19:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat May 25 07:49:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat May 25 06:18:00 2019,45 min R&B Yoga Flow,Kristin McGee,45.0,Yoga Flow
Fri May 24 03:49:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Thu May 23 14:20:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
