Original Air Date,Type,Instructor,Length
Thu Jul 20 08:00:00 2017,Lower Body (Strength & Toning),Robin Arzon,5.0
Thu Jul 20 08:00:00 2017,Upper Body (strength & toning),Ally Love,5.166666666666667
Thu Oct 13 08:00:00 2016,Core (Strength & Toning),Christine D'Ercole,5.0
Thu Aug 17 08:00:00 2017,Lower Body (Strength & Toning),Hannah Corbin,5.033333333333333
Fri Nov  4 10:00:00 2016,Full Body (Strength & Toning),Cody Rigsby,20.0
Mon Aug  1 11:00:00 2016,Core (Strength & Toning),Cody Rigsby,5.0
Thu Oct 13 08:00:00 2016,Full Body (Strength & Toning),Robin Arzon,9.383333333333333
Fri Jul  1 11:00:00 2016,Lower Body (Strength & Toning),Cody Rigsby,5.0
Thu Aug 17 08:00:00 2017,Upper Body (strength & toning),Robin Arzon,4.916666666666667
Thu Jan 19 08:00:00 2017,Full Body (Strength & Toning),Alex Toussaint,29.583333333333332
Thu Jan 19 08:00:00 2017,Upper Body (strength & toning),Hannah Corbin,5.1
Thu Aug 17 08:00:00 2017,Core (Strength & Toning),Jess King,5.05
Thu Oct 13 08:00:00 2016,Core (Strength & Toning),Robin Arzon,5.0
Fri Jul  1 11:00:00 2016,Bodyweight (Strength & toning),Cody Rigsby,5.0
Thu Apr 20 08:00:00 2017,Upper Body (strength & toning),Christine D'Ercole,5.366666666666666
Fri Jul  1 11:00:00 2016,Full Body (Strength & Toning),Cody Rigsby,5.0
Fri Nov  4 10:00:00 2016,Core (Strength & Toning),Jess King,20.0
Thu Jul 20 08:00:00 2017,Full Body (Strength & Toning),Hannah Corbin,10.0
Thu Feb 16 08:00:00 2017,Core (Strength & Toning),Hannah Corbin,5.0
Fri Jul  1 11:00:00 2016,Bodyweight (Strength & toning),Jess King,5.0
Fri Nov  4 10:00:00 2016,Core (Strength & Toning),Christine D'Ercole,15.0
Fri Jul  1 11:00:00 2016,Core (Strength & Toning),Alex Toussaint,15.0
Tue May 23 08:00:00 2017,Lower Body (Strength & Toning),Robin Arzon,5.0
Thu Jan 19 08:00:00 2017,Upper Body (strength & toning),Robin Arzon,9.633333333333333
Thu Sep 12 03:00:00 2019,Lower Body (Strength & Toning),Chase Tucker,20.0
Fri Nov  4 10:00:00 2016,Upper Body (strength & toning),Cody Rigsby,10.0
Thu Feb 16 08:00:00 2017,Full Body (Strength & Toning),Jess King,20.0
Fri Jul  1 11:00:00 2016,Full Body (Strength & Toning),Cody Rigsby,5.0
Mon Aug  1 11:00:00 2016,Upper Body (strength & toning),Jess King,5.0
Tue May 23 08:00:00 2017,Core (Strength & Toning),Jess King,5.1
Fri Nov  4 10:00:00 2016,Upper Body (strength & toning),Jess King,10.0
Thu Aug 17 08:00:00 2017,Full Body (Strength & Toning),Jess King,10.4
Thu Feb 16 08:00:00 2017,Lower Body (Strength & Toning),Hannah Corbin,10.0
Mon Aug  1 11:00:00 2016,Core (Strength & Toning),Alex Toussaint,5.0
Wed Jul 25 06:52:00 2018,Strength Skills,Rebecca Kennedy,5.0
Thu Jul 20 08:00:00 2017,Full Body (Strength & Toning),Ally Love,4.683333333333334
Fri Jul  1 11:00:00 2016,Full Body (Strength & Toning),Alex Toussaint,5.0
Thu Oct 13 08:00:00 2016,Full Body (Strength & Toning),Jess King,29.783333333333335
Fri Jul  1 11:00:00 2016,Full Body (Strength & Toning),Cody Rigsby,5.0
Thu Jul 20 08:00:00 2017,Upper Body (strength & toning),Cody Rigsby,10.0
Thu Jun 15 08:00:00 2017,Upper Body (strength & toning),Hannah Corbin,5.033333333333333
Thu Jan 19 08:00:00 2017,Full Body (Strength & Toning),Jess King,10.0
Tue May 23 08:00:00 2017,Lower Body (Strength & Toning),Cody Rigsby,5.1
Thu Jul 20 08:00:00 2017,Core (Strength & Toning),Robin Arzon,5.1
Mon Aug  1 11:00:00 2016,Upper Body (strength & toning),Cody Rigsby,5.0
Thu Jun 15 08:00:00 2017,Upper Body (strength & toning),Cody Rigsby,10.0
Thu Oct 13 08:00:00 2016,Full Body (Strength & Toning),Robin Arzon,5.0
Thu Feb 16 08:00:00 2017,Core (Strength & Toning),Robin Arzon,9.4
Fri Jul  1 11:00:00 2016,Full Body (Strength & Toning),Jess King,10.0
Mon Aug  1 11:00:00 2016,Core (Strength & Toning),Christine D'Ercole,5.0
Tue May 23 08:00:00 2017,Full Body (Strength & Toning),Matt Wilpers,10.633333333333333
Thu Apr 20 08:00:00 2017,Core (Strength & Toning),Cody Rigsby,4.8
Thu Aug 17 08:00:00 2017,Core (Strength & Toning),Alex Toussaint,9.566666666666666
